job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Scientist,Sr. Data Scientist,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,23/01/2023 22:22,FALSE,FALSE,Vietnam,,,,"Plume Design, Inc","['python', 'sql', 'spark', 'pyspark']","{'libraries': ['spark', 'pyspark'], 'programming': ['python', 'sql']}"
Data Engineer,Data Analytics Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,26/04/2023 22:18,FALSE,FALSE,Vietnam,,,,CÙng ty Cï ph?n B?o hiÉm CÙng nghá Medici,,
Data Engineer,ChuyÍn gia/ChuyÍn viÍn cao c?p (Data Engineer) - Trung t‚m CÙng...,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,07/01/2023 22:23,TRUE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Qu‚n ?ôi,,
Data Analyst,Junior Data Analyst,"Ho Chi Minh City, Vietnam",via Ai-Jobs.net,Full-time,FALSE,Vietnam,15/08/2023 22:28,FALSE,FALSE,Vietnam,year,100500,,Katalon,"['sql', 'python', 'looker', 'word']","{'analyst_tools': ['looker', 'word'], 'programming': ['sql', 'python']}"
Data Analyst,Financial Data Analyst - F/M/X,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,26/06/2023 22:41,FALSE,FALSE,Vietnam,,,,Mantu,"['python', 'azure']","{'cloud': ['azure'], 'programming': ['python']}"
Data Engineer,DATA ENGINEER - K? S? D? LIÜU (JUNIOR/FRESHER),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,15/01/2023 22:23,TRUE,FALSE,Vietnam,,,,Tïng cÙng ty B?u ëián Viát Nam,,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,11/04/2023 22:52,FALSE,FALSE,Vietnam,,,,Amaris Consulting,"['sql', 'mongodb', 'mongodb', 'c#', 'azure', 'ssis', 'ssrs']","{'analyst_tools': ['ssis', 'ssrs'], 'cloud': ['azure'], 'databases': ['mongodb'], 'programming': ['sql', 'mongodb', 'c#']}"
Data Analyst,Data Analyst (English),"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via Joblum,Full-time,FALSE,Vietnam,09/09/2023 22:09,TRUE,FALSE,Vietnam,,,,CÙng ty TNHH Th??ng m?i du lãch Tuá Anh,,
Data Analyst,Data Analytics Manager,"Ho Chi Minh City, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,30/01/2023 22:24,TRUE,FALSE,Vietnam,,,,CÙng ty TNHH Onpoint,,
Data Engineer,Data Engineer/Business Intelligence Engineer,Vietnam,via Indeed,Full-time,FALSE,Vietnam,18/11/2023 23:10,TRUE,FALSE,Vietnam,,,,cÙng ty tnhh cÙng nghá thÙng tin elca viát nam,,
Data Analyst,Data Analyst Executive,Vietnam,via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,08/12/2023 22:36,TRUE,FALSE,Vietnam,,,,cÙng ty tnhh olam viát nam - chi nh·nh long bÏnh,['excel'],{'analyst_tools': ['excel']}
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via HR Software For Growing Businesses | Freshteam,Full-time,FALSE,Vietnam,27/07/2023 07:18,TRUE,FALSE,Vietnam,,,,Parcel Perform,"['python', 'sql', 'nosql']","{'programming': ['python', 'sql', 'nosql']}"
Data Analyst,Research Scientist,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,11/11/2023 08:11,FALSE,FALSE,Vietnam,,,,Shiok Meats (Singapore) Pte. Ltd.,,
Data Analyst,Data Analysis Staff,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:24,TRUE,FALSE,Vietnam,,,,cÙng ty tnhh ph·t triÉn nh‚n l?c quëc gia hrvalu,,
Data Scientist,Data Analytics Specialists,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,15/12/2023 07:45,FALSE,FALSE,Vietnam,,,,Xpon Digital Limited,"['javascript', 'sql', 'bigquery', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['bigquery'], 'programming': ['javascript', 'sql']}"
Data Engineer,Big Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,02/12/2023 07:37,TRUE,FALSE,Vietnam,,,,NavigosSearch,"['python', 'java', 'sql', 'nosql', 'hadoop', 'spark', 'spring', 'yarn', 'kubernetes', 'docker']","{'libraries': ['hadoop', 'spark', 'spring'], 'other': ['yarn', 'kubernetes', 'docker'], 'programming': ['python', 'java', 'sql', 'nosql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,14/11/2023 07:51,FALSE,FALSE,Vietnam,,,,Techcombank,"['sql', 'nosql', 'python', 'r', 'scala', 'java', 'rust', 'kotlin', 'hadoop', 'spark', 'kafka', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['sql', 'nosql', 'python', 'r', 'scala', 'java', 'rust', 'kotlin']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,05/12/2023 07:30,TRUE,FALSE,Vietnam,,,,DatvietVAC Group Holdings,,
Data Engineer,Data Engineer Intern,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Internship,FALSE,Vietnam,15/12/2023 07:45,FALSE,FALSE,Vietnam,,,,Ch? Tët,"['sql', 'go', 'bigquery']","{'cloud': ['bigquery'], 'programming': ['sql', 'go']}"
Data Analyst,Data Analyst Executive,Vietnam,via Indeed,Full-time,FALSE,Vietnam,14/11/2023 07:51,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Becamex Tokyu,['excel'],{'analyst_tools': ['excel']}
Data Analyst,Data Analyst (Vietnam),"Hanoi, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,18/09/2023 23:55,FALSE,FALSE,Vietnam,,,,Sleek,"['python', 'sql', 'r', 'bigquery', 'excel', 'tableau', 'sheets']","{'analyst_tools': ['excel', 'tableau', 'sheets'], 'cloud': ['bigquery'], 'programming': ['python', 'sql', 'r']}"
Data Engineer,Junior/Senior/Expert Data Engineer Hanoi,"Hanoi, Vietnam",via ITviec,Full-time,FALSE,Vietnam,18/09/2023 23:55,FALSE,FALSE,Vietnam,,,,Techcombank,"['java', 'scala', 'python', 'sql', 'aws', 'gcp', 'kafka', 'spark', 'graphql', 'gitlab']","{'cloud': ['aws', 'gcp'], 'libraries': ['kafka', 'spark', 'graphql'], 'other': ['gitlab'], 'programming': ['java', 'scala', 'python', 'sql']}"
Data Engineer,Data Engineer/Business Intelligence Engineer,Vietnam,via Indeed,Full-time,FALSE,Vietnam,13/11/2023 08:08,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH CÙng Nghá ThÙng Tin ELCA Viát Nam,"['sql', 'python', 'azure']","{'cloud': ['azure'], 'programming': ['sql', 'python']}"
Data Analyst,Data Assistant,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,06/06/2023 07:16,TRUE,FALSE,Vietnam,,,,BSS Group,,
Data Scientist,Data Scientist,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,15/12/2023 07:45,FALSE,FALSE,Vietnam,,,,SmartDev,['aws'],{'cloud': ['aws']}
Data Engineer,"Junior Data Engineer, Visily (contract)","Ho Chi Minh City, Vietnam",via Ai-Jobs.net,Contractor,FALSE,Vietnam,08/03/2023 07:20,TRUE,FALSE,Vietnam,year,98283,,KMS Technology,"['sql', 'python', 'r', 'aws', 'azure', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['aws', 'azure'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,23/11/2023 07:39,TRUE,FALSE,Vietnam,,,,Cloud Ace,"['python', 'sql', 'java', 'mysql', 'cassandra', 'bigquery', 'hadoop', 'spark']","{'cloud': ['bigquery'], 'databases': ['mysql', 'cassandra'], 'libraries': ['hadoop', 'spark'], 'programming': ['python', 'sql', 'java']}"
Data Engineer,Data Engineer Team Leader,"Hanoi, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,18/09/2023 23:55,TRUE,FALSE,Vietnam,,,,NavigosSearch,"['java', 'c']","{'programming': ['java', 'c']}"
Data Analyst,Data Analyst,"Binh Duong, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,27/03/2023 07:30,FALSE,FALSE,Vietnam,,,,Techtronic Industries,"['oracle', 'sap', 'excel']","{'analyst_tools': ['sap', 'excel'], 'cloud': ['oracle']}"
Data Analyst,Analytics Engineers,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:25,FALSE,FALSE,Vietnam,,,,MSB,"['sql', 'python', 'scala', 'aws', 'pyspark', 'airflow', 'git']","{'cloud': ['aws'], 'libraries': ['pyspark', 'airflow'], 'other': ['git'], 'programming': ['sql', 'python', 'scala']}"
Data Engineer,Data Engineering,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,01/06/2023 07:52,TRUE,FALSE,Vietnam,,,,CÙng ty Cï ph?n ASIM Group,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'aws', 'azure']","{'cloud': ['aws', 'azure'], 'databases': ['mongodb'], 'programming': ['sql', 'nosql', 'mongodb', 'python']}"
Data Analyst,Data Analytics Manager,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,20/02/2023 07:24,TRUE,FALSE,Vietnam,,,,CÙng Ty CP Viát Tinh Anh,,
Data Engineer,Data Engineer,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,06/04/2023 07:11,FALSE,FALSE,Vietnam,,,,Missing Corner Inc.,"['python', 'java', 'scala', 'aws', 'redshift', 'bigquery', 'spark', 'kafka', 'tableau', 'looker', 'power bi', 'docker', 'kubernetes']","{'analyst_tools': ['tableau', 'looker', 'power bi'], 'cloud': ['aws', 'redshift', 'bigquery'], 'libraries': ['spark', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'java', 'scala']}"
Data Engineer,DataOps Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,08/06/2023 07:36,FALSE,FALSE,Vietnam,,,,Techcombank (TCB),"['sql', 'python', 'sql server', 'aws', 'snowflake', 'spark']","{'cloud': ['aws', 'snowflake'], 'databases': ['sql server'], 'libraries': ['spark'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,06/12/2023 07:29,FALSE,FALSE,Vietnam,,,,Aloha Consulting Group,"['scikit-learn', 'tensorflow', 'pytorch']","{'libraries': ['scikit-learn', 'tensorflow', 'pytorch']}"
Data Scientist,Digital Data Solution Development and Operation,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:25,TRUE,FALSE,Vietnam,,,,ng‚n h‡ng th??ng m?i cï ph?n quëc t? viát nam,,
Data Engineer,Data Engineer Team Leader,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,14/11/2023 07:52,FALSE,FALSE,Vietnam,,,,NavigosSearch,"['java', 'c']","{'programming': ['java', 'c']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:25,TRUE,FALSE,Vietnam,,,,GreenFeed,"['python', 'sql', 'aws', 'redshift', 'airflow', 'unix', 'linux']","{'cloud': ['aws', 'redshift'], 'libraries': ['airflow'], 'os': ['unix', 'linux'], 'programming': ['python', 'sql']}"
Data Scientist,Graduate Data,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,02/12/2023 07:37,TRUE,FALSE,Vietnam,,,,TikTok,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Scientist,Research Analyst,Vietnam,via Trabajo.org,Full-time,FALSE,Vietnam,14/07/2023 07:21,FALSE,FALSE,Vietnam,,,,Cushman Wakefield Multifamily,"['go', 'outlook', 'word', 'excel', 'powerpoint', 'flow']","{'analyst_tools': ['outlook', 'word', 'excel', 'powerpoint'], 'other': ['flow'], 'programming': ['go']}"
Data Scientist,Pm & Fv Analyst,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,15/12/2023 07:45,FALSE,FALSE,Vietnam,,,,NielsenIQ,,
Data Scientist,TECHCOMBANK SECURITIES (TCBS) - Data Scientist,"Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,11/09/2023 07:12,FALSE,FALSE,Vietnam,,,,Techcombank (TCB),"['c', 'c++', 'r', 'python', 'scala', 'sql', 'java', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['c', 'c++', 'r', 'python', 'scala', 'sql', 'java']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,02/11/2023 07:30,FALSE,FALSE,Vietnam,,,,FPT,"['python', 'r', 'postgresql', 'mysql']","{'databases': ['postgresql', 'mysql'], 'programming': ['python', 'r']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,02/12/2023 07:37,TRUE,FALSE,Vietnam,,,,COFCO International North America,"['python', 'azure', 'sharepoint']","{'analyst_tools': ['sharepoint'], 'cloud': ['azure'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,31/01/2023 07:52,TRUE,FALSE,Vietnam,,,,CÙng Ty TNHH Finbase,"['r', 'python', 'sql', 'bigquery', 'oracle', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['bigquery', 'oracle'], 'programming': ['r', 'python', 'sql']}"
Data Engineer,(SENIOR) DATA ENGINEER,Vietnam  (+1 other),via AngelList,Full-time,FALSE,Vietnam,18/04/2023 07:12,TRUE,FALSE,Vietnam,,,,ShopBack,"['sql', 'python', 'bash', 'nosql', 'cassandra', 'aws', 'spark', 'airflow', 'kafka', 'docker', 'kubernetes']","{'cloud': ['aws'], 'databases': ['cassandra'], 'libraries': ['spark', 'airflow', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['sql', 'python', 'bash', 'nosql']}"
Data Engineer,Data engineer (Senior/Lead),"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,21/12/2023 07:40,FALSE,FALSE,Vietnam,,,,FPT Software,"['sql', 'python', 'java', 'mysql', 'postgresql', 'oracle', 'snowflake', 'airflow', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['oracle', 'snowflake'], 'databases': ['mysql', 'postgresql'], 'libraries': ['airflow'], 'programming': ['sql', 'python', 'java']}"
Data Scientist,Data Scientist (40000031),Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,13/11/2023 08:08,FALSE,FALSE,Vietnam,,,,Techcombank (TCB),"['c', 'c++', 'r', 'python', 'scala', 'sql', 'java', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['c', 'c++', 'r', 'python', 'scala', 'sql', 'java']}"
Data Analyst,QA Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,23/11/2023 07:39,TRUE,FALSE,Vietnam,,,,Ninja Van,,
Data Engineer,Data Engineer (Young Talent Program),"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,25/08/2023 07:24,TRUE,FALSE,Vietnam,,,,Home Credit Vietnam,,
Data Engineer,Data Infrastructure Engineer - Python / Java (Top salary),"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,31/08/2023 07:52,TRUE,FALSE,Vietnam,,,,LARION,"['python', 'java', 'mysql', 'kafka', 'spark', 'kubernetes', 'docker']","{'databases': ['mysql'], 'libraries': ['kafka', 'spark'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'java']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,07/11/2023 07:52,FALSE,FALSE,Vietnam,,,,Adecco,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Engineer,Data Engineer (Cloud) - up to 1 billion VN?/ year,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,10/09/2023 07:11,TRUE,FALSE,Vietnam,,,,HCLTech,"['sql', 'python', 'gcp', 'azure', 'aws', 'redshift', 'databricks', 'airflow', 'flow']","{'cloud': ['gcp', 'azure', 'aws', 'redshift', 'databricks'], 'libraries': ['airflow'], 'other': ['flow'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,02/12/2023 07:37,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Persolkelly Viát Nam,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'mysql', 'postgresql', 'gcp', 'bigquery', 'kafka', 'linux', 'git', 'docker']","{'cloud': ['gcp', 'bigquery'], 'databases': ['mongodb', 'mysql', 'postgresql'], 'libraries': ['kafka'], 'os': ['linux'], 'other': ['git', 'docker'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,TRUE,Vietnam,23/11/2023 07:39,FALSE,FALSE,Vietnam,,,,Ordinary Folk,"['sql', 'nosql', 'python', 'java', 'c++', 'scala', 'cassandra', 'bigquery', 'aws', 'redshift', 'hadoop', 'spark', 'kafka', 'airflow', 'flow']","{'cloud': ['bigquery', 'aws', 'redshift'], 'databases': ['cassandra'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['flow'], 'programming': ['sql', 'nosql', 'python', 'java', 'c++', 'scala']}"
Data Engineer,(HCMC) GCP Cloud Data Engineer Äì Upto 1 Billion/Year,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,27/06/2023 07:43,FALSE,FALSE,Vietnam,,,,HCLTech Vietnam,"['python', 'java', 'sql', 'nosql', 'gcp', 'airflow', 'flow', 'terraform']","{'cloud': ['gcp'], 'libraries': ['airflow'], 'other': ['flow', 'terraform'], 'programming': ['python', 'java', 'sql', 'nosql']}"
Data Engineer,[EA] Big data Tech Lead,Vietnam,via Ai-Jobs.net,Full-time,FALSE,Vietnam,27/06/2023 07:43,FALSE,FALSE,Vietnam,year,79200,,Bosch Group,"['java', 'hadoop', 'spark', 'unix', 'sap', 'yarn']","{'analyst_tools': ['sap'], 'libraries': ['hadoop', 'spark'], 'os': ['unix'], 'other': ['yarn'], 'programming': ['java']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,02/11/2023 07:30,FALSE,FALSE,Vietnam,,,,Artefact,,
Data Scientist,"Assistant Manager, Data Scientist","Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,11/11/2023 08:11,FALSE,FALSE,Vietnam,,,,Manulife,,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,07/04/2023 07:27,FALSE,FALSE,Vietnam,,,,HR1Vietnam Holdings - Leading Recruitment Firm,"['sql', 'nosql', 'python', 'c++', 'c#', 'azure']","{'cloud': ['azure'], 'programming': ['sql', 'nosql', 'python', 'c++', 'c#']}"
Data Engineer,Database Support Analyst 1,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:25,FALSE,FALSE,Vietnam,,,,IQVIA,"['sas', 'sas']","{'analyst_tools': ['sas'], 'programming': ['sas']}"
Data Engineer,AWS Data Platform Engineer (Global banking project),"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,19/10/2023 08:04,FALSE,FALSE,Vietnam,,,,HCLTech Vietnam,"['python', 'sql', 'aws', 'redshift', 'terraform', 'docker', 'kubernetes']","{'cloud': ['aws', 'redshift'], 'other': ['terraform', 'docker', 'kubernetes'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer - HCMC - KBT104,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,21/06/2023 07:21,FALSE,FALSE,Vietnam,,,,MindX Jobs,"['sql', 'nosql', 'mongodb', 'mongodb', 'db2', 'mysql', 'cassandra', 'oracle', 'aws', 'azure', 'hadoop', 'gdpr']","{'cloud': ['oracle', 'aws', 'azure'], 'databases': ['mongodb', 'db2', 'mysql', 'cassandra'], 'libraries': ['hadoop', 'gdpr'], 'programming': ['sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,03/10/2023 07:13,FALSE,FALSE,Vietnam,,,,NTQ Solution JSC,"['python', 'java', 'scala', 'aws', 'azure', 'hadoop', 'spark']","{'cloud': ['aws', 'azure'], 'libraries': ['hadoop', 'spark'], 'programming': ['python', 'java', 'scala']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,28/10/2023 07:25,FALSE,FALSE,Vietnam,,,,Mirae Asset,"['sql', 'python', 'scala', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql', 'python', 'scala']}"
Data Scientist,Database Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,07/07/2023 07:23,FALSE,FALSE,Vietnam,,,,PLAYSTUDIOS VIETNAM,"['sql', 'no-sql', 'sql server', 'couchbase', 'redis', 'azure', 'snowflake', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['azure', 'snowflake'], 'databases': ['sql server', 'couchbase', 'redis'], 'programming': ['sql', 'no-sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,15/12/2023 07:45,FALSE,FALSE,Vietnam,,,,De Heus Asia,"['no-sql', 'sql', 'azure', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['azure'], 'programming': ['no-sql', 'sql']}"
Data Analyst,Data Architect,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,07/11/2023 07:52,FALSE,FALSE,Vietnam,,,,Techcombank,"['hadoop', 'spark', 'kafka', 'tensorflow']","{'libraries': ['hadoop', 'spark', 'kafka', 'tensorflow']}"
Data Scientist,"Mgr, Data Science","Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,02/11/2023 07:30,FALSE,FALSE,Vietnam,,,,NielsenIQ,"['r', 'python', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'programming': ['r', 'python']}"
Data Engineer,Fresher Data Engineer,"Ho Chi Minh City, Vietnam",via Glints,Full-time,FALSE,Vietnam,10/02/2023 07:54,TRUE,FALSE,Vietnam,,,,Officience,"['python', 'sql', 'bash', 'mysql', 'pyspark', 'hadoop', 'pandas', 'kafka', 'linux']","{'databases': ['mysql'], 'libraries': ['pyspark', 'hadoop', 'pandas', 'kafka'], 'os': ['linux'], 'programming': ['python', 'sql', 'bash']}"
Data Analyst,Data Analyst,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,20/11/2023 07:30,FALSE,FALSE,Vietnam,,,,Nathan Associates,"['python', 'sql', 'r']","{'programming': ['python', 'sql', 'r']}"
Data Engineer,Data Engineer Middle - Senior Up to $2000,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,29/06/2023 07:59,FALSE,FALSE,Vietnam,,,,Giaohangtietkiem,"['cassandra', 'hadoop', 'kafka', 'spark']","{'databases': ['cassandra'], 'libraries': ['hadoop', 'kafka', 'spark']}"
Data Scientist,Data Scientist (on-site/remote),Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,11/01/2023 07:26,FALSE,FALSE,Vietnam,,,,RITS,"['scikit-learn', 'tensorflow', 'numpy', 'pytorch', 'pandas']","{'libraries': ['scikit-learn', 'tensorflow', 'numpy', 'pytorch', 'pandas']}"
Data Engineer,Data Engineer     Salary Up to $3000,"Hanoi, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,31/10/2023 07:45,FALSE,FALSE,Vietnam,,,,FPT Software Career,"['python', 'sql', 'aws', 'git', 'docker']","{'cloud': ['aws'], 'other': ['git', 'docker'], 'programming': ['python', 'sql']}"
Data Engineer,AI Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,26/06/2023 07:41,FALSE,FALSE,Vietnam,,,,Startup Success,"['python', 'java', 'scala', 'sql', 'aws', 'azure', 'hadoop', 'spark', 'tensorflow', 'pytorch', 'scikit-learn']","{'cloud': ['aws', 'azure'], 'libraries': ['hadoop', 'spark', 'tensorflow', 'pytorch', 'scikit-learn'], 'programming': ['python', 'java', 'scala', 'sql']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,12/09/2023 07:14,FALSE,FALSE,Vietnam,,,,Pharmacity,"['python', 'scikit-learn', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'plotly']","{'libraries': ['scikit-learn', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'plotly'], 'programming': ['python']}"
